0 -0.014255 -0.0078487 -0.0141463 0.00580059 -0.00865334
1 -0.0197802 -0.0461021 -0.00356538 0.0229136 -0.0161548
2 -0.00751241 -0.0730432 -0.0268207 0.00716426 -0.0615568
3 -0.0200024 -0.0679602 -0.0249689 0.00607477 -0.051522
4 -0.00985956 -0.0669843 -0.00172424 0.0161189 -0.0559037
5 -0.00501158 -0.0624811 0.0208293 0.0258715 -0.063949
6 -0.00453481 -0.0762157 0.0279743 0.0345104 -0.0666168
7 -0.0280883 -0.072202 0.0103845 0.0466287 -0.0670501
8 -0.024497 -0.0558494 0.0145189 0.0565777 -0.066976
9 -0.00649922 -0.063384 0.00604616 0.0785308 -0.0675977
10 -0.0279624 -0.0380374 0.0239436 0.0821768 -0.105151
11 -0.0304122 -0.0327938 0.0170043 0.0916747 -0.120816
12 -0.0366366 -0.0425638 0.0187096 0.0897516 -0.130167
13 -0.0155722 -0.0354775 0.0305766 0.0879652 -0.164418
14 -0.000914091 -0.0144467 0.00948349 0.0823763 -0.175259
15 0.0190095 -0.0102073 0.0121409 0.0916438 -0.172452
16 0.023074 -0.0174597 0.0201661 0.0800729 -0.153354
17 0.0480725 -0.0468456 0.004731 0.069675 -0.143938
18 0.05227 -0.00168464 -0.0195737 0.0672678 -0.146059
19 0.0448249 -0.00688189 0.00274266 0.0569733 -0.15472
20 0.0446949 -0.0123459 0.0175081 0.0322472 -0.153867
21 0.0300347 -0.0125558 0.0106545 0.039022 -0.156336
22 0.0544798 -0.0380223 0.0232794 0.0177898 -0.13657
23 0.0841227 -0.0342902 0.00943033 0.0001936 -0.13733
24 0.0863021 -0.0208642 0.00754865 3.37716e-05 -0.133214
25 0.0685086 -0.0263726 0.0102589 -0.00157242 -0.105909
26 0.0631828 -0.0305372 0.0109454 -0.012141 -0.0889166
27 0.0633423 -0.0139268 0.00282465 -0.00256639 -0.104021
28 0.0826289 -0.0253294 0.00202212 0.00262646 -0.0990438
29 0.0928677 -0.0334534 -0.0549691 0.0226779 -0.098556
30 0.115636 -0.052102 -0.0883154 0.0288704 -0.113325
31 0.11274 -0.0420272 -0.0873397 0.00234344 -0.143007
32 0.10702 -0.0220299 -0.101832 0.0138851 -0.128062
33 0.120556 -0.0212891 -0.104328 0.026032 -0.0955942
34 0.119053 -0.0327487 -0.116011 0.0261154 -0.098716
