0 0.0107042 0.023498 0.00623385 0.166872 0.019766 0.434604 0.0232556 0.557598
1 0.013132 0.277554 0.0327897 0.397619 0.0537901 0.493224 0.164887 0.818787
2 0.00539341 0.0189297 0.0120823 0.019525 0.0148894 0.0355868 0.0211245 0.0684708
3 0.104871 1.1339 0.211464 0.62795 0.207962 1.02183 0.168775 1.90934
4 0.027853 0.288233 0.0305361 0.274376 0.0729571 0.234648 0.376779 1.57676
5 0.00424484 0.0195679 0.00789145 0.0277518 0.0115649 0.0278174 0.0136926 0.0292366
6 0.00767318 0.042466 0.00579318 0.0615712 0.0183863 0.0798913 0.0542657 0.110458
7 0.0361015 2.71646 0.0458842 1.56441 0.381 1.14322 1.17168 2.05987
8 0.0228603 0.074947 0.0349344 0.148538 0.0662399 0.544161 0.0129264 0.143182
9 0.0084676 0.18991 0.0149766 0.108986 0.0152431 0.161452 0.0468663 0.347675
10 0.0093894 0.129647 0.0198942 0.443344 0.110992 0.62615 0.10188 0.165984
11 0.00175006 0.0107697 0.00193771 0.0180205 0.00626745 0.0464092 0.028506 0.101502
12 0.00666601 0.0352793 0.0207877 0.115018 0.013739 0.061847 0.0105778 0.215854
13 0.00392201 0.103012 0.00460578 0.180316 0.0193327 0.173177 0.01789 0.323035
14 0.00538739 0.116613 0.017801 0.0765099 0.0179328 0.114395 0.0751706 0.107736
15 0.00479665 0.0332293 0.0072884 0.0169671 0.00800219 0.0464419 0.0220843 0.035996
16 0.00381889 0.0175914 0.00695275 0.0338654 0.00641053 0.0536186 0.0353398 0.0746946
17 0.0176637 0.388267 0.0445871 0.986195 0.190954 1.28098 0.202033 0.618614
18 0.0202175 0.655392 0.0746656 0.249188 0.0503387 0.358415 0.0539891 0.249711
19 0.022922 0.309895 0.0285791 0.487859 0.0458207 0.242176 0.0567469 0.978009
20 0.00297611 0.00850278 0.00643125 0.0135198 0.00248124 0.0521726 0.00866198 0.0752719
21 0.00427377 0.0389468 0.0120608 0.0849584 0.0279607 0.0955244 0.0552493 0.139911
22 0.00401866 0.0420496 0.0109843 0.0523854 0.0272256 0.103939 0.02442 0.0561796
23 0.087817 1.13692 0.259655 1.2338 0.576542 3.19014 1.17664 2.15272
24 0.00606539 0.074263 0.0196816 0.0786892 0.0139385 0.0763052 0.0234796 0.134102
25 0.00482347 0.0418148 0.0120518 0.0359307 0.0118117 0.0414539 0.0265208 0.0800826
26 0.0075668 0.0753872 0.0172791 0.146951 0.0278902 0.203878 0.100349 0.351982
27 0.00364903 0.0825062 0.00494582 0.0633386 0.0170736 0.111204 0.0428355 0.0899166
28 0.0193221 0.0527684 0.0108777 0.0716222 0.0473709 0.303353 0.030814 0.349669
29 0.0125961 0.777071 0.0196117 0.421129 0.0718371 0.72944 0.0303795 0.608562
30 0.00537703 0.0429409 0.00432047 0.0763315 0.00900307 0.12576 0.0313576 0.0894366
31 0.00466952 0.037151 0.00706627 0.133784 0.0316109 0.278066 0.0339115 0.13266
32 0.035543 0.550129 0.0387814 1.64402 0.0506661 2.43476 0.196453 4.77467
33 0.0138017 0.533382 0.0131112 0.850801 0.0160659 0.414128 0.0880831 0.172057
34 0.105297 0.875977 0.289897 2.35225 0.125183 0.266316 0.210187 1.97767
35 0.0039745 0.0179293 0.0076088 0.0238037 0.00979765 0.0203007 0.0306056 0.0737121
36 0.00112936 0.00959451 0.00327137 0.00986704 0.00610183 0.0208229 0.0121668 0.0269928
37 0.00314175 0.0127485 0.00528493 0.0175121 0.00776071 0.0209908 0.0156593 0.0244315
38 0.00509326 0.0380622 0.00415691 0.056947 0.00870511 0.0786689 0.0274964 0.206008
39 0.00361603 0.0278122 0.00375043 0.109334 0.009372 0.0884787 0.0192709 0.103009
40 0.0155027 0.0735759 0.0459176 0.225973 0.0533836 0.13836 0.0408959 0.392966
41 0.00203114 0.0367365 0.00552018 0.0371138 0.0110249 0.102145 0.00556958 0.244808
42 0.00956818 0.111916 0.020338 0.0701559 0.0241943 0.0991269 0.0571568 0.150305
43 0.00267201 0.0225344 0.00664797 0.0226579 0.0082187 0.0351931 0.00888662 0.0253184
44 0.00872264 0.516389 0.0118967 0.897699 0.0208651 0.506543 0.0262755 0.32911
45 0.00104399 0.0127814 0.00156243 0.0193346 0.00390741 0.0266335 0.00655235 0.0230498
